Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Betty S Speir,Trustee,East Carolina University,,,,,,186335123.0,,True,Governor
Dan V Kinlaw,Trustee,East Carolina University,,,,,,186335123.0,,True,Governor
Ronald E Dowdy,Trustee,East Carolina University,,,,,,186335123.0,,True,Governor
Walter L Williams,Trustee,East Carolina University,,,,,,186335123.0,,True,Governor
Henry G Williamson,Trustee,East Carolina University,,,,,,186335123.0,,True,Governor
David Jordan Whichard,Trustee,East Carolina University,,,,,,186335123.0,,True,Governor
Phillip R Dixon,Vice Chairman,East Carolina University,,,,,,186335123.0,,True,Board Vice President
W Keith Mccord,Regent,East Tennessee State University,,Tennessee; Duke,"Senior Partner, McCord, Troutman and Irwin, P.C",,,119443389.0,,True,Regent
Demetra Godsey Boyd,Regent,East Tennessee State University,,,"Publisher and Editor, The Citizen Tribune",,,119443389.0,,True,Regent
J Stanley Rogers,Regent,East Tennessee State University,,,"Senior Partner, Rogers, Richardson and Duncan; Chairman, Tennessee Appellate Court Judicial Selection Commission; Member, Tennessee House of Representatives",,,119443389.0,,True,Regent
Debora J Seivers,Regent,East Tennessee State University,,Mid Tennessee State,"Partner, Ben Smith Consulting Company; Executive Assistant to Governor Ned MeWherter",,,119443389.0,,True,Regent
The Hon Jane Walters,Ex Officio Regent,East Tennessee State University,,Rhodes; U Memphis; Duke,"Principal, Craigmont Junior/Senior High School",,,119443389.0,,True,"Regent, Ex Officio"
Leslie Parks Pope,Regent,East Tennessee State University,,,"Chief Executive Officer, Parks Group","Chairman, Parks Belk Company",,119443389.0,,True,Regent
The Hon Riley C Darnell,Ex Officio Member,East Tennessee State University,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary of State, State of Tennessee",,,119443389.0,,True,"Regent, Ex Officio"
Jane G Kisber,Regent,East Tennessee State University,,Wellesley,"Executive Director, Jackson/Madison County Convention and Visitors' Bureau","Coordinator, Special Projects, Jackson Area Chamber of Commerce",,119443389.0,,True,Regent
Maxine A Smith,Regent,East Tennessee State University,,,"Educator and Civil Rights Leader; President, Memphis Board of Education, 1991-92",,,119443389.0,,True,Regent
Robert Jack Fishman,Regent,East Tennessee State University,,,"Publisher and Editor, The Citizen Tribune",,,119443389.0,,True,Regent
Robert L Gamble,Regent,East Tennessee State University,,U Memphis,"President, Gamble Construction Company, Inc",,,119443389.0,,True,Regent
Clifford H Henry,Regent,East Tennessee State University,,,"Vice President, First American Bank",,,119443389.0,,True,Regent
Ed Jernigan,Regent,East Tennessee State University,,Mid Tennessee State 1978,"President and Founder, The Jernigan Group",,,119443389.0,,True,Regent
James M Powers Sr,Member,East Tennessee State University,,,,,,119443389.0,,True,Regent
Rosalind E Griffin,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Philip A Incarnati,Chairman,Eastern Michigan University,,,McLaren Health Care Corporation,,,138216421.0,169798.0,True,Board President
Michael G Morris,Regent,Eastern Michigan University,,,Northeast Utilities System,,,138216421.0,169798.0,True,Trustee
Carl D Pursell,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Col William J Stephens,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Robert A Demattia,Regent,Eastern Michigan University,,,The DeMattia Group,,,138216421.0,169798.0,True,Trustee
Joseph E Antonini,Regent,Eastern Michigan University,,,,,,138216421.0,169798.0,True,Trustee
Neil Leon Rudestine,President,Harvard University,Harvard Corporation,,"Chairman of the Board and Chief Executive Officer, Harcourt General, Inc27 Boylston St., Chestnut Hill, MA 02167",,,136199984.0,166027.0,True,Board President
D Ronald Daniel,Treasurer,Harvard University,Harvard Corporation,"Bryn Maw 1950 AB; Harvard 1957 PhD; Yale 1971 MA, 1978 LLD","Chairperson, The Andrew W. Mellon Foundation",,,136199984.0,166027.0,True,Other Board Member
Robert G Stone,Fellow,Harvard University,Harvard Corporation,,"Chairman, Kirby Corporation",,,136199984.0,166027.0,True,Overseer
Richard A Smith,Fellow,Harvard University,Harvard Corporation,Harvard 1946; Boston Col 1988 LLD,"Chairman, Kirby Corporation",,,136199984.0,166027.0,True,Overseer
Judith Richards Hope,Fellow,Harvard University,Harvard Corporation,,"Senior Counsel, Paul, Hastings, Janofsky & Walker, LLP",,,136199984.0,166027.0,True,Overseer
James R Houghton,Fellow,Harvard University,Harvard Corporation,,"Chairman of the Board, Corning, , Inc",,,136199984.0,166027.0,True,Overseer
Hanna H Gray,Fellow,Harvard University,Harvard Corporation,,"Chairperson, The Andrew W. Mellon Foundation",,,136199984.0,166027.0,True,Overseer
Sue A Walker,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
William B Mcliwaine,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Shawn M Dirk,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Gail D Edwards,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Joseph E Hennessey,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Caroline M Hoffer,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Paul G Wedel,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Robert Torres,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Nelson Sears,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
James W Harris,Trustee,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Governor
Charles W Hash Sr,Chairman,Indiana University of Pennsylvania,,,,,,200885203.0,,True,Board President
Burton V Jones,Secretary,Kent State University,,,,,,149910238.0,203517.0,True,Other Board Member
Ronald A Pizzuti,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Vincent D Pettinelli,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Norbert Lewandowski,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Vincent A Chiarucci,Chairman,Kent State University,,,,,,149910238.0,203517.0,True,Board President
Lynne S Dragomier,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
James M Biggar,Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Regent
Krista Blake,Student Trustee,Kent State University,,,,,,149910238.0,203517.0,True,Other Board Member
Bruce C Ratner,Trustee,Long Island University,,,"President and Chief Executive Officer, Forest City Ratner Companies",,,138873065.0,192448.0,True,Overseer
Rosalind P Walter,Executive Committee Member,Long Island University,,,,,,138873065.0,192448.0,True,Other Board Member
Dan K Wassong,Trustee,Long Island University,,,"Chairman, President and Chief Executive Officer, Del Laboratories, Inc",,,138873065.0,192448.0,True,Overseer
Edward J Yodowitz,Trustee,Long Island University,,,"Senior Partner, Skadden, Arps, Slate, Meagher & Flom LLP",,,138873065.0,192448.0,True,Overseer
Marvin M Sirota,Trustee,Long Island University,,,"President and Chairman, Interactive Health Management, Inc",,,138873065.0,192448.0,True,Overseer
Msgr Thomas J Hartman,Trustee and Executive,Long Island University,,,"Director, Radio and Television, Telicare",,,138873065.0,192448.0,True,Overseer
Arthur I Goldberg,Trustee,Long Island University,,,"Law Partner, Jacobson & Goldberg",,,138873065.0,192448.0,True,Overseer
Irwin C Gerson,Trustee,Long Island University,,,"Chairman, Lowe MAdams Healthcare",,,138873065.0,192448.0,True,Overseer
Stephen P Kaufman,Trustee,Long Island University,,,"Chairman and Chief Executive Officer, Arrow Electronics, Inc",,,138873065.0,192448.0,True,Overseer
Gary Feldstein,Trustee,Long Island University,,,"President and Chief Executive Officer, Manhattan Medical Care",,,138873065.0,192448.0,True,Overseer
Stanley F Barshay,Trustee,Long Island University,,,"Senior Vice President, American Home Products",,,138873065.0,192448.0,True,Overseer
Steven A Klar,Trustee,Long Island University,,,"President, The Klar Organization",,,138873065.0,192448.0,True,Overseer
Eric Krasnoff,Trustee,Long Island University,,,"Chairman and Chief Executive Officer, Pall Corporation",,,138873065.0,192448.0,True,Overseer
Donald H Elliott,Trustee,Long Island University,,,"Of Counsel, Hollyer, Brady, et al",,,138873065.0,192448.0,True,Overseer
Mark A Boyar,Trustee,Long Island University,,,"President, Mark Boyar & Company",,,138873065.0,192448.0,True,Overseer
William F De Neergaard,Trustee and Executive,Long Island University,,,"President and Owner, Neergaard Pharmacies",,,138873065.0,192448.0,True,Overseer
Thomas L Pulling,Trustee,Long Island University,,,"Managing Director, Private Portfolio Management, Saloman Smith Barney Holdings Inc",,,138873065.0,192448.0,True,Overseer
Theresa Mall Mullarkey,Trustee,Long Island University,C. W. Post Campus,,,,,138873065.0,192448.0,True,Overseer
Eugene H Luntey,Executive Committee Member,Long Island University,,,"Chairman, Chief Executive Officer and President, Brooklyn Union Gas Company",,,138873065.0,192448.0,True,Other Board Member
William Lynch,Trustee,Long Island University,,,"Vice President, McAndrews & Forbes Holdings. Inc",,,138873065.0,192448.0,True,Overseer
David Pinter,Trustee,Long Island University,,,"President and Chief Executive Officer, Zwicker Electric Company, Inc",,,138873065.0,192448.0,True,Overseer
William E Viklund,Trustee,Long Island University,,,"President and Chief Executive Officer, Long Island Savings Bank",,,138873065.0,192448.0,True,Overseer
Paul Smith,Trustee,Long Island University,,,"Pastor, First Presbyterian Church Brooklyn Heights, NY",,,138873065.0,192448.0,True,Overseer
Edward Travaglianti,Trustee,Long Island University,Brooklyn Campus,,,,,138873065.0,192448.0,True,Overseer
Ronald J Sylvestri,Trustee,Long Island University,,,"Vice President, Fleet Investment Management",,,138873065.0,192448.0,True,Overseer
Warren L Schwerin,Trustee,Long Island University,,,President and Chief Executive Officer. Related Properties Corporation,,,138873065.0,192448.0,True,Overseer
Steven J Kumble,Secretary,Long Island University,,,"Chairman, Lincolnshire Management, Ltd",,,138873065.0,192448.0,True,Other Board Member
David H Lipka,Trustee,Long Island University,,,"Principal, Chapman Partners LLP Investment Bankers",,,138873065.0,192448.0,True,Overseer
John O Utendahl,Trustee,Long Island University,,,"President and Chief Executive Officer. Utendahl Capital Partners, L.P",,,138873065.0,192448.0,True,Overseer
Howard M Lorber,Executive Committee Member,Long Island University,,,"Chairman, Hallman & Lorber Associates",,,138873065.0,192448.0,True,Other Board Member
Joseph L Mancino,Trustee,Long Island University,,,"Chairman, President and Chief Executive Officer, The Roslyn Savings Bank and Roslyn Bancorp, Inc",,,138873065.0,192448.0,True,Overseer
John M May,Trustee,Long Island University,,,,,,138873065.0,192448.0,True,Overseer
Howard Silverman,Trustee,Long Island University,,,"Chairman, President and Chief Executive Officer, Gruntal and Company, Inc",,,138873065.0,192448.0,True,Overseer
Robert Ex Sillerman,Executive Committee Member,Long Island University,Southampton Campus,,,,,138873065.0,192448.0,True,Other Board Member
Terry Semel,Trustee,Long Island University,,,"Chairman and Co-Chief Executive Officer, Warner Bros4000 Warner Blvd., Burbank, CA 91505 Tel: (818) 954-6000 Fax: (818) 954-2464",,,138873065.0,192448.0,True,Overseer
William P Miller,Trustee,Long Island University,,,"Owner, Miller Transmission Tower Company",,,138873065.0,192448.0,True,Overseer
Roger Tilles,Senior Vice Chairman and Executive,Long Island University,,,"Chief Executive Officer, Tilles Committee Member Investment Company",,,138873065.0,192448.0,True,Board Vice President
Howard M Smith,Trustee,Long Island University,,,"President and Chief Executive Officer, Dr. Fabricant's Foot Health Products, Inc",,,138873065.0,192448.0,True,Overseer
David J Steinberg,President,Long Island University,,,,,,138873065.0,192448.0,True,Board President
Robert M Abell,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Alex Chaves Sr,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Myles P Dempsey,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
T Patrick Smith,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Louis A Simpson,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Edward F Slattery,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
James A Derosa,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Msgr Royale M Vadakin,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
David L Buell,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Anthony S Delfino,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Thomas J Viola,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
The Hon Benjamin Aranda,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Ernest M Camacho,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Barbara S Casey,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Louis J Cassani,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
The Hon Richard D Aldrich,Vice Chairman,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Board Vice President
Robert R Buckley,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
The Hon Daniel A Curry,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Michael J Smith,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Charles K Von Der Ahe,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Stanley H Chambers,Regent,Loyola Marymount University,Board of Regents,,,,,35566140.0,117946.0,True,Trustee
Jane G Kisber,Regent,Middle Tennessee State University,,Wellesley,"Executive Director, Jackson/Madison County Convention and Visitors' Bureau","Coordinator, Special Projects, Jackson Area Chamber of Commerce",,169615421.0,,True,Regent
W Keith Mccord,Regent,Middle Tennessee State University,,Tennessee; Duke,"Senior Partner, McCord, Troutman and Irwin, P.C",,,169615421.0,,True,Regent
Demetra Godsey Boyd,Regent,Middle Tennessee State University,,,"Publisher and Editor, The Citizen Tribune",,,169615421.0,,True,Regent
J Stanley Rogers,Regent,Middle Tennessee State University,,,"Senior Partner, Rogers, Richardson and Duncan; Chairman, Tennessee Appellate Court Judicial Selection Commission; Member, Tennessee House of Representatives",,,169615421.0,,True,Regent
Maxine A Smith,Regent,Middle Tennessee State University,,,"Educator and Civil Rights Leader; President, Memphis Board of Education, 1991-92",,,169615421.0,,True,Regent
The Hon Jane Walters,Ex Officio Regent,Middle Tennessee State University,,Rhodes; U Memphis; Duke,"Principal, Craigmont Junior/Senior High School",,,169615421.0,,True,"Regent, Ex Officio"
The Hon Riley C Darnell,Ex Officio Member,Middle Tennessee State University,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary of State, State of Tennessee",,,169615421.0,,True,"Regent, Ex Officio"
Robert Jack Fishman,Regent,Middle Tennessee State University,,,"Publisher and Editor, The Citizen Tribune",,,169615421.0,,True,Regent
Leslie Parks Pope,Regent,Middle Tennessee State University,,,"Chief Executive Officer, Parks Group","Chairman, Parks Belk Company",,169615421.0,,True,Regent
Debora J Seivers,Regent,Middle Tennessee State University,,Mid Tennessee State,"Partner, Ben Smith Consulting Company; Executive Assistant to Governor Ned MeWherter",,,169615421.0,,True,Regent
Clifford H Henry,Regent,Middle Tennessee State University,,,"Vice President, First American Bank","Vice President, Paine Webber, Inc.; Member, Tennessee House of Representatives",,169615421.0,,True,Regent
Robert L Gamble,Regent,Middle Tennessee State University,,,"President, Gamble Construction Company, Inc",,,169615421.0,,True,Regent
Ed Jernigan,Regent,Middle Tennessee State University,,Mid Tennessee State 1978,"President and Founder, The Jernigan Group",,,169615421.0,,True,Regent
James M Powers Sr,Member,Middle Tennessee State University,,,,,,169615421.0,,True,Regent
Anthony J Knapp,Trustee,New Jersey Institute Of Technology,,,"Affiliation: Proprietor, Black Horse Inn",,,118118575.0,185828.0,True,Overseer
James A Kennedy,Trustee,New Jersey Institute Of Technology,,,"Affiliation: President and Chief Executive Officer, National Starch and Chemical Company",,,118118575.0,185828.0,True,Overseer
Oswald L Cano,Trustee,New Jersey Institute Of Technology,,,"Affiliation: General Manager, Corporate Responsibilities, Public Service Electric and Gas Company",,,118118575.0,185828.0,True,Overseer
W Stanley Brown,Trustee,New Jersey Institute Of Technology,,,Affiliation: Consultant,,,118118575.0,185828.0,True,Overseer
Hamilton V Bowser Sr,Trustee,New Jersey Institute Of Technology,,,"Affiliation: President, Evanbow Construction Company, Inc",,,118118575.0,185828.0,True,Overseer
Laura Bigley Battjer,Trustee,New Jersey Institute Of Technology,,,"Affiliation: President, Battier & Associates",,,118118575.0,185828.0,True,Overseer
Victor A Pelson,Trustee,New Jersey Institute Of Technology,,,"Affiliation: Director and Senior Advisor, SC Warburg Dillion Read Inc Swiss Bank Ctr. One, 677 Washington Blvd., Stamford, CT 06901 Tel: (203) 719-3000 Fax: (203) 719-5499",,,118118575.0,185828.0,True,Overseer
John N Bain,Trustee,New Jersey Institute Of Technology,,,"Affiliation: Carella, Byrne, Bain & Gilfillan",,,118118575.0,185828.0,True,Overseer
Christine B Whitman,Ex Officio Trustee,New Jersey Institute Of Technology,,Wheaton (MA) 1968 BA,"Affiliation: Governor, State of New Jersey 125 W. State St., P.O. Box 001, Trenton, NJ 08625-0001 Tel: (609) 777-2200 Fax: (609) 292-5212",,,118118575.0,185828.0,True,"Overseer, Ex Officio"
Martin Tuchman,Trustee,New Jersey Institute Of Technology,,,"Affiliation: Chairman and Chief Executive Officer, Interpool, Inc",,,118118575.0,185828.0,True,Overseer
The Hon Sharpe James,Ex Officio Trustee,New Jersey Institute Of Technology,,Montclair State BA; Springfield (MA) MA,"Affiliation: Mayor, City of Newark City Hall, Rm. 200, 920 Broad St., Newark, NJ 07102 Tel: (973) 733-6400",,,118118575.0,185828.0,True,"Overseer, Ex Officio"
H E Rayfield,Chairman,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Board President
Dan V Kinlaw,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Charles R Franklin,Secretary,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Other Board Member
Ronald E Dowdy,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Betty S Speir,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Walter L Williams,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Phillip R Dixon,Vice Chairman,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Board Vice President
Henry G Williamson,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Robert A Ward,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
David Jordan Whichard,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Willie C Martin,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Lyda T Mihalyi,Trustee,North Carolina Agricultural and Technical State University,,,,,,35777872.0,,True,Governor
Betty S Speir,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Robert A Ward,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
David Jordan Whichard,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Walter L Williams,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Henry G Williamson,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Phillip R Dixon,Vice Chairman,North Carolina State University,,,,,,137902535.0,,True,Board Vice President
H E Rayfield,Chairman,North Carolina State University,,,,,,137902535.0,,True,Board President
Ronald E Dowdy,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Willie C Martin,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Lyda T Mihalyi,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Charles R Franklin,Secretary,North Carolina State University,,,,,,137902535.0,,True,Other Board Member
Dan V Kinlaw,Trustee,North Carolina State University,,,,,,137902535.0,,True,Governor
Robert A Wislow,Executive Committee Member-at-Large Trustee,North Dakota State University,,,,,,57328836.0,,True,Member
Harold R Wilde,President,North Dakota State University,,,"Chairman, U.S. Equities Realty, IncChicago, IL",,,57328836.0,,True,Board President
Harold R Wilde,President,North Dakota University,,,"Chairman, U.S. Equities Realty, IncChicago, IL",,,24571045.0,,True,Board President
Robert A Wislow,Executive Committee Member-at-Large Trustee,North Dakota University,,,,,,24571045.0,,True,Member
Michael A Fox,Ex Officio Regent,Ohio State University,,,,,,52357470.0,204796.0,True,"Trustee, Ex Officio"
Gerald H Gordon,Regent,Ohio State University,,,"President and Chief Operating Officer, Sun Media Corporation",,,52357470.0,204796.0,True,Trustee
Jeanette G Grasselli Brown,Regent,Ohio State University,,,"Chairperson of the Board of Trustees, Ohio University",,,52357470.0,204796.0,True,Trustee
Merle G Kearns,Ex Officio Regent,Ohio State University,,,"Member, Ohio Senate",,,52357470.0,204796.0,True,"Trustee, Ex Officio"
K C Melnik,Student Trustee,Ohio University,,,,,,4210106879.0,204857.0,True,Other Board Member
Paul R Leonard,Trustee,Ohio University,,,,,,4210106879.0,204857.0,True,Regent
Patricia A Ackerman,Trustee,Ohio University,,,,,,4210106879.0,204857.0,True,Regent
Brandon T Grover,Chairman,Ohio University,,,,,,4210106879.0,204857.0,True,Board President
M Lee Ong,Trustee,Ohio University,,,,,,4210106879.0,204857.0,True,Regent
N Victor Goodman,Trustee,Ohio University,,,,,,4210106879.0,204857.0,True,Regent
Gordon F Brunner,Vice Chairman,Ohio University,,,"Senior Vice President, The Procter & Gamble Company",,,4210106879.0,204857.0,True,Board Vice President
Charles R Emrick,Trustee,Ohio University,,,"Calfee, Halter & Griswold Attorneys",,,4210106879.0,204857.0,True,Regent
